area,sec_id,sec_offset,sec_name,sec_type,ram_addr,file_addr,name,namespace,size,align,type,value
_main,0,00000000,.init,text,80003100,00000100,TRK_memset,TRK_MINNOW_DOLPHIN.a mem_TRK.c,00000030,4,,
_main,0,00000030,.init,text,80003130,00000130,TRK_memcpy,TRK_MINNOW_DOLPHIN.a mem_TRK.c,00000024,4,,
_main,0,00000154,.init,text,80003154,00001f34,gTRKInterruptVectorTable,TRK_MINNOW_DOLPHIN.a __exception.s
_main,0,00001f88,.init,text,80005088,00002088,__TRK_reset,TRK_MINNOW_DOLPHIN.a dolphin_trk.c,0000002c,4,,
_main,0,00001fb4,.init,text,800050b4,000020b4,memset,Runtime.PPCEABI.H.a __mem.c,00000030,4,,
_main,0,00001fe4,.init,text,800050e4,000020e4,__fill_mem,Runtime.PPCEABI.H.a __mem.c,000000b8,4,,
_main,0,0000209c,.init,text,8000519c,0000219c,memcpy,Runtime.PPCEABI.H.a __mem.c,00000050,4,,
_main,0,000020ec,.init,text,800051ec,000021ec,__check_pad3,os.a __start.c,00000040,4,,
_main,0,0000212c,.init,text,8000522c,0000222c,__set_debug_bba,os.a __start.c,0000000c,4,,
_main,0,00002138,.init,text,80005238,00002238,__get_debug_bba,os.a __start.c,00000008,4,,
_main,0,00002140,.init,text,80005240,00002240,__start,os.a __start.c,0000015c,4,,
_main,0,0000229c,.init,text,8000539c,0000239c,__init_registers,os.a __start.c,00000090,4,,
_main,0,0000232c,.init,text,8000542c,0000242c,__init_data,os.a __start.c,000000c0,4,,
_main,0,000023ec,.init,text,800054ec,000024ec,__init_hardware,os.a __ppc_eabi_init.cpp,00000024,4,,
_main,0,00002410,.init,text,80005510,00002510,__flush_cache,os.a __ppc_eabi_init.cpp,00000034,4,,
_main,1,00000000,.text,text,800055e0,000025e0,main,main.o,00000054,4,,
_main,1,00000054,.text,text,80005634,00002634,memcpy_as4,system.o,00000020,4,,
_main,1,00000074,.text,text,80005654,00002654,mtxGetRotationElement,system.o,00000338,4,,
_main,1,000003ac,.text,text,8000598c,0000298c,sysMsec2FrameFloat,system.o,00000040,4,,
_main,1,000003ec,.text,text,800059cc,000029cc,sysMsec2Frame,system.o,00000028,4,,
_main,1,00000414,.text,text,800059f4,000029f4,sysFrame2SecFloat,system.o,0000000c,4,,
_main,1,00000420,.text,text,80005a00,00002a00,getV60FPS,system.o,000000d8,4,,
_main,1,000004f8,.text,text,80005ad8,00002ad8,sysDummyDraw,system.o,0000020c,4,,
_main,1,00000704,.text,text,80005ce4,00002ce4,sysWaitDrawSync,system.o,000000ac,4,,
_main,1,000007b0,.text,text,80005d90,00002d90,sysGetToken,system.o,00000010,4,,
_main,1,000007c0,.text,text,80005da0,00002da0,irand,system.o,00000044,4,,
_main,1,00000804,.text,text,80005de4,00002de4,movePos,system.o,000000a8,4,,
_main,1,000008ac,.text,text,80005e8c,00002e8c,sincosf,system.o,00000078,4,,
_main,1,00000924,.text,text,80005f04,00002f04,padGetRumbleStatus,system.o,00000010,4,,
_main,1,00000934,.text,text,80005f14,00002f14,padRumbleHardOff,system.o,00000014,4,,
_main,1,00000948,.text,text,80005f28,00002f28,padRumbleOff,system.o,00000014,4,,
_main,1,0000095c,.text,text,80005f3c,00002f3c,padRumbleOn,system.o,00000014,4,,
_main,1,00000970,.text,text,80005f50,00002f50,keyGetSubStickY,system.o,00000010,4,,
_main,1,00000980,.text,text,80005f60,00002f60,keyGetStickY,system.o,00000010,4,,
_main,1,00000990,.text,text,80005f70,00002f70,keyGetStickX,system.o,00000010,4,,
_main,1,000009a0,.text,text,80005f80,00002f80,keyGetButtonTrg,system.o,00000014,4,,
_main,1,000009b4,.text,text,80005f94,00002f94,keyGetDirTrg,system.o,00000014,4,,
_main,1,000009c8,.text,text,80005fa8,00002fa8,keyGetButtonRep,system.o,00000014,4,,
_main,1,000009dc,.text,text,80005fbc,00002fbc,keyGetDirRep,system.o,00000014,4,,
_main,1,000009f0,.text,text,80005fd0,00002fd0,keyGetButton,system.o,00000014,4,,
_main,1,00000a04,.text,text,80005fe4,00002fe4,keyGetDir,system.o,00000014,4,,
_main,1,00000a18,.text,text,80005ff8,00002ff8,makeKey,system.o,00000504,4,,
_main,1,00000f1c,.text,text,800064fc,000034fc,qqsort,system.o,00000184,4,,
_main,1,000010a0,.text,text,80006680,00003680,fsort,system.o,0000060c,4,,
_main,1,000016ac,.text,text,80006c8c,00003c8c,intplGetValue,system.o,000003b0,4,,
_main,1,00001a5c,.text,text,8000703c,0000403c,angleABf_1,system.o,000001b4,4,,
_main,1,00001c10,.text,text,800071f0,000041f0,compAngle,system.o,0000003c,4,,
_main,1,00001c4c,.text,text,8000722c,0000422c,distABf,system.o,000000fc,4,,
_main,1,00001d48,.text,text,80007328,00004328,reviseAngle,system.o,00000060,4,,
_main,1,00001da8,.text,text,80007388,00004388,getMarioStDvdRoot,system.o,00000008,4,,
_main,1,00001db0,.text,text,80007390,00004390,seq_gameExit,seq_game.o,00000014,4,,
_main,1,00001dc4,.text,text,800073a4,000043a4,seq_gameMain,seq_game.o,00000198,4,,
_main,1,00001f5c,.text,text,8000753c,0000453c,seq_gameInit,seq_game.o,00000038,4,,
_main,1,00001f94,.text,text,80007574,00004574,_relUnLoad,seq_mapchange.o,0000006c,4,,
_main,1,00002000,.text,text,800075e0,000045e0,_load,seq_mapchange.o,000004d4,4,,
_main,1,000024d4,.text,text,80007ab4,00004ab4,_unload,seq_mapchange.o,00000178,4,,
_main,1,0000264c,.text,text,80007c2c,00004c2c,seq_mapChangeMain,seq_mapchange.o,00000af8,4,,
_main,1,00003144,.text,text,80008724,00005724,seq_mapChangeExit,seq_mapchange.o,00000028,4,,
_main,1,0000316c,.text,text,8000874c,0000574c,seq_mapChangeInit,seq_mapchange.o,0000013c,4,,
_main,1,000032a8,.text,text,80008888,00005888,pressStartGX,seq_title.o,000004a8,4,,
_main,1,00003750,.text,text,80008d30,00005d30,disp2,seq_title.o,00000368,4,,
_main,1,00003ab8,.text,text,80009098,00006098,disp1,seq_title.o,0000018c,4,,
_main,1,00003c44,.text,text,80009224,00006224,titleMain,seq_title.o,000008c4,4,,
_main,1,00004508,.text,text,80009ae8,00006ae8,L_titleInit,seq_title.o,000001e4,4,,
_main,1,000046ec,.text,text,80009ccc,00006ccc,N_getDebugMode,seq_title.o,0000000c,4,,
_main,1,000046f8,.text,text,80009cd8,00006cd8,seq_titleMain,seq_title.o,00000020,4,,
_main,1,00004718,.text,text,80009cf8,00006cf8,seq_titleExit,seq_title.o,00000038,4,,
_main,1,00004750,.text,text,80009d30,00006d30,seq_titleInit,seq_title.o,00000060,4,,
_main,1,000047b0,.text,text,80009d90,00006d90,DbgBtlSel_GetMsgDataPtr,seq_title.o,00000008,4,,
_main,1,000047b8,.text,text,80009d98,00006d98,bgDisp,bgdrv.o,000004dc,4,,
_main,1,00004c94,.text,text,8000a274,00007274,bgMain,bgdrv.o,00000194,4,,
_main,1,00004e28,.text,text,8000a408,00007408,bgTransOffsetOn,bgdrv.o,0000002c,4,,
_main,1,00004e54,.text,text,8000a434,00007434,bgTransOffsetOff,bgdrv.o,0000002c,4,,
_main,1,00004e80,.text,text,8000a460,00007460,bgAutoScrollOn,bgdrv.o,0000002c,4,,
_main,1,00004eac,.text,text,8000a48c,0000748c,bgAutoScrollOff,bgdrv.o,0000002c,4,,
_main,1,00004ed8,.text,text,8000a4b8,000074b8,bgSetScrlOffset,bgdrv.o,00000028,4,,
_main,1,00004f00,.text,text,8000a4e0,000074e0,bgDispOff,bgdrv.o,0000002c,4,,
_main,1,00004f2c,.text,text,8000a50c,0000750c,bgDispOn,bgdrv.o,0000002c,4,,
_main,1,00004f58,.text,text,8000a538,00007538,bgSetColor,bgdrv.o,00000028,4,,
_main,1,00004f80,.text,text,8000a560,00007560,bgReEntry,bgdrv.o,00000194,4,,
_main,1,00005114,.text,text,8000a6f4,000076f4,bgEntry,bgdrv.o,0000016c,4,,
_main,1,00005280,.text,text,8000a860,00007860,bgReInit,bgdrv.o,00000044,4,,
_main,1,000052c4,.text,text,8000a8a4,000078a4,bgInit,bgdrv.o,00000048,4,,
_main,1,0000530c,.text,text,8000a8ec,000078ec,camRoadCurveOff,cam_road.o,00000094,4,,
_main,1,000053a0,.text,text,8000a980,00007980,camRoadCurveOn,cam_road.o,00000094,4,,
_main,1,00005434,.text,text,8000aa14,00007a14,camRoadReset,cam_road.o,0000010c,4,,
_main,1,00005540,.text,text,8000ab20,00007b20,camRoadGetCurrentShiftXRate,cam_road.o,00000020,4,,
_main,1,00005560,.text,text,8000ab40,00007b40,camRoadGetWorkPtr,cam_road.o,00000008,4,,
_main,1,00005568,.text,text,8000ab48,00007b48,camRoadMain,cam_road.o,000004f0,4,,
_main,1,00005a58,.text,text,8000b038,00008038,calcHokanCamRoad,cam_road.o,00000238,4,,
_main,1,00005c90,.text,text,8000b270,00008270,compareCamRoad,cam_road.o,0000045c,4,,
_main,1,000060ec,.text,text,8000b6cc,000086cc,calcCamRoad,cam_road.o,00000db8,4,,
_main,1,00006ea4,.text,text,8000c484,00009484,collisionCurve,cam_road.o,00000f30,4,,
_main,1,00007dd4,.text,text,8000d3b4,0000a3b4,collisionTri_simple,cam_road.o,00000b40,4,,
_main,1,00008914,.text,text,8000def4,0000aef4,calcCurrentCamState,cam_road.o,00000210,4,,
_main,1,00008b24,.text,text,8000e104,0000b104,camRoadSetup,cam_road.o,00000284,4,,
_main,1,00008da8,.text,text,8000e388,0000b388,camLetterBox,camdrv.o,000001dc,4,,
_main,1,00008f84,.text,text,8000e564,0000b564,camLetterBoxDraw,camdrv.o,00000284,4,,
_main,1,00009208,.text,text,8000e7e8,0000b7e8,getScreenPoint,camdrv.o,000000bc,4,,
_main,1,000092c4,.text,text,8000e8a4,0000b8a4,camSetTypeOrtho,camdrv.o,0000001c,4,,
_main,1,000092e0,.text,text,8000e8c0,0000b8c0,camSetTypePersp,camdrv.o,0000001c,4,,
_main,1,000092fc,.text,text,8000e8dc,0000b8dc,camCtrlOff,camdrv.o,00000020,4,,
_main,1,0000931c,.text,text,8000e8fc,0000b8fc,camCtrlOn,camdrv.o,00000020,4,,
_main,1,0000933c,.text,text,8000e91c,0000b91c,L_camDispOff,camdrv.o,00000020,4,,
_main,1,0000935c,.text,text,8000e93c,0000b93c,L_camDispOn,camdrv.o,00000020,4,,
_main,1,0000937c,.text,text,8000e95c,0000b95c,camSetMode,camdrv.o,00000018,4,,
_main,1,00009394,.text,text,8000e974,0000b974,camEffMain,camdrv.o,000000bc,4,,
_main,1,00009450,.text,text,8000ea30,0000ba30,cam3dImgMain,camdrv.o,00000038,4,,
_main,1,00009488,.text,text,8000ea68,0000ba68,cam3dMain,camdrv.o,0000086c,4,,
_main,1,00009cf4,.text,text,8000f2d4,0000c2d4,camSetCurNo,camdrv.o,00000008,4,,
_main,1,00009cfc,.text,text,8000f2dc,0000c2dc,camGetCurNo,camdrv.o,00000008,4,,
_main,1,00009d04,.text,text,8000f2e4,0000c2e4,camGetCurPtr,camdrv.o,00000018,4,,
_main,1,00009d1c,.text,text,8000f2fc,0000c2fc,camGetPtr,camdrv.o,00000014,4,,
_main,1,00009d30,.text,text,8000f310,0000c310,camUnLoadRoad,camdrv.o,0000005c,4,,
_main,1,00009d8c,.text,text,8000f36c,0000c36c,camLoadRoad,camdrv.o,000000e8,4,,
_main,1,00009e74,.text,text,8000f454,0000c454,camDraw,camdrv.o,000000f4,4,,
_main,1,00009f68,.text,text,8000f548,0000c548,camEvalNearFar,camdrv.o,000001bc,4,,
_main,1,0000a124,.text,text,8000f704,0000c704,camMain,camdrv.o,000003c4,4,,
_main,1,0000a4e8,.text,text,8000fac8,0000cac8,camEntryPersp,camdrv.o,000002d4,4,,
_main,1,0000a7bc,.text,text,8000fd9c,0000cd9c,camInit,camdrv.o,00000ac8,4,,
_main,1,0000b284,.text,text,80010864,0000d864,dispGetCurWork,dispdrv.o,00000008,4,,
_main,1,0000b28c,.text,text,8001086c,0000d86c,dispCalcZ,dispdrv.o,00000094,4,,
_main,1,0000b320,.text,text,80010900,0000d900,dispDraw,dispdrv.o,0000025c,4,,
_main,1,0000b57c,.text,text,80010b5c,0000db5c,dispSort,dispdrv.o,00000034,4,,
_main,1,0000b5b0,.text,text,80010b90,0000db90,_sort,dispdrv.o,00000034,4,,
_main,1,0000b5e4,.text,text,80010bc4,0000dbc4,dispEntry,dispdrv.o,000000a0,4,,
_main,1,0000b684,.text,text,80010c64,0000dc64,dispReInit,dispdrv.o,0000000c,4,,
_main,1,0000b690,.text,text,80010c70,0000dc70,dispInit,dispdrv.o,00000064,4,,
_main,1,0000b6f4,.text,text,80010cd4,0000dcd4,fadeSetNarrowFast,fadedrv.o,00000014,4,,
_main,1,0000b708,.text,text,80010ce8,0000dce8,fadeGetTpl,fadedrv.o,0000000c,4,,
_main,1,0000b714,.text,text,80010cf4,0000dcf4,fadeReset,fadedrv.o,000000a0,4,,
_main,1,0000b7b4,.text,text,80010d94,0000dd94,fadeIsFinish,fadedrv.o,0000002c,4,,
_main,1,0000b7e0,.text,text,80010dc0,0000ddc0,disp_dummy_black,fadedrv.o,000001f8,4,,
_main,1,0000b9d8,.text,text,80010fb8,0000dfb8,disp_tec,fadedrv.o,00000404,4,,
_main,1,0000bddc,.text,text,800113bc,0000e3bc,disp_maku,fadedrv.o,00000338,4,,
_main,1,0000c114,.text,text,800116f4,0000e6f4,zFill,fadedrv.o,00000298,4,,
_main,1,0000c3ac,.text,text,8001198c,0000e98c,z,fadedrv.o,000000f0,4,,
_main,1,0000c49c,.text,text,80011a7c,0000ea7c,disp_texture,fadedrv.o,000005dc,4,,
_main,1,0000ca78,.text,text,80012058,0000f058,fadeMain,fadedrv.o,000011c8,4,,
_main,1,0000dc40,.text,text,80013220,00010220,fadeSetOffscreenCallback,fadedrv.o,00000010,4,,
_main,1,0000dc50,.text,text,80013230,00010230,fadeSetAnimVirtualPos,fadedrv.o,00000060,4,,
_main,1,0000dcb0,.text,text,80013290,00010290,fadeSetAnimOfsPos,fadedrv.o,00000010,4,,
_main,1,0000dcc0,.text,text,800132a0,000102a0,fadeSetSpotPos,fadedrv.o,00000010,4,,
_main,1,0000dcd0,.text,text,800132b0,000102b0,fadeWhiteOutOff,fadedrv.o,00000014,4,,
_main,1,0000dce4,.text,text,800132c4,000102c4,fadeWhiteOutOn,fadedrv.o,00000014,4,,
_main,1,0000dcf8,.text,text,800132d8,000102d8,fadeSoftFocusOff,fadedrv.o,00000014,4,,
_main,1,0000dd0c,.text,text,800132ec,000102ec,fadeSoftFocusOn,fadedrv.o,00000014,4,,
_main,1,0000dd20,.text,text,80013300,00010300,fadeTecSoftOff,fadedrv.o,00000020,4,,
_main,1,0000dd40,.text,text,80013320,00010320,fadeTecSoftOn,fadedrv.o,00000020,4,,
_main,1,0000dd60,.text,text,80013340,00010340,fadeTecOff,fadedrv.o,00000014,4,,
_main,1,0000dd74,.text,text,80013354,00010354,fadeTecOn,fadedrv.o,00000014,4,,
_main,1,0000dd88,.text,text,80013368,00010368,fadeEntry,fadedrv.o,0000073c,4,,
_main,1,0000e4c4,.text,text,80013aa4,00010aa4,fadeTexSetup,fadedrv.o,000000ec,4,,
_main,1,0000e5b0,.text,text,80013b90,00010b90,fadeInit,fadedrv.o,00000114,4,,
_main,1,0000e6c4,.text,text,80013ca4,00010ca4,_callback,fadedrv.o,00000048,4,,
_main,1,0000e70c,.text,text,80013cec,00010cec,hitBindUpdate,hitdrv.o,0000010c,4,,
_main,1,0000e818,.text,text,80013df8,00010df8,hitBindMapObj,hitdrv.o,000000f8,4,,
_main,1,0000e910,.text,text,80013ef0,00010ef0,hitGetDamageReturnPos,hitdrv.o,0000000c,4,,
_main,1,0000e91c,.text,text,80013efc,00010efc,hitGrpDamageReturnSet,hitdrv.o,000000c8,4,,
_main,1,0000e9e4,.text,text,80013fc4,00010fc4,hitDamageReturnSet,hitdrv.o,0000034c,4,,
_main,1,0000ed30,.text,text,80014310,00011310,hitGetAttr,hitdrv.o,00000018,4,,
_main,1,0000ed48,.text,text,80014328,00011328,hitGetName,hitdrv.o,0000009c,4,,
_main,1,0000ede4,.text,text,800143c4,000113c4,hitObjGetNormal,hitdrv.o,000000d8,4,,
_main,1,0000eebc,.text,text,8001449c,0001149c,hitObjGetPos,hitdrv.o,00000150,4,,
_main,1,0000f00c,.text,text,800145ec,000115ec,hitObjGetPosSub,hitdrv.o,0000056c,4,,
_main,1,0000f578,.text,text,80014b58,00011b58,hitNameToPtr,hitdrv.o,000000b0,4,,
_main,1,0000f628,.text,text,80014c08,00011c08,hitCheckSphereFilter,hitdrv.o,00000598,4,,
_main,1,0000fbc0,.text,text,800151a0,000121a0,hitCheckAttr,hitdrv.o,00000134,4,,
_main,1,0000fcf4,.text,text,800152d4,000122d4,chkFilterAttr,hitdrv.o,00000018,4,,
_main,1,0000fd0c,.text,text,800152ec,000122ec,hitCheckVecHitObjXZ,hitdrv.o,000000e4,4,,
_main,1,0000fdf0,.text,text,800153d0,000123d0,checkTriVec_xz,hitdrv.o,000003ac,4,,
_main,1,0001019c,.text,text,8001577c,0001277c,hitCheckFilter,hitdrv.o,00000128,4,,
_main,1,000102c4,.text,text,800158a4,000128a4,hitCheckVecFilter,hitdrv.o,00000d04,4,,
_main,1,00010fc8,.text,text,800165a8,000135a8,hitCalcVtxPosition,hitdrv.o,000004b4,4,,
_main,1,0001147c,.text,text,80016a5c,00013a5c,hitReCalcMatrix2,hitdrv.o,000004ac,4,,
_main,1,00011928,.text,text,80016f08,00013f08,hitReCalcMatrix,hitdrv.o,00000060,4,,
_main,1,00011988,.text,text,80016f68,00013f68,hitGrpAttrOff,hitdrv.o,000000d8,4,,
_main,1,00011a60,.text,text,80017040,00014040,hitGrpAttrOn,hitdrv.o,000000d8,4,,
_main,1,00011b38,.text,text,80017118,00014118,hitAtrOff,hitdrv.o,00000314,4,,
_main,1,00011e4c,.text,text,8001742c,0001442c,hitAtrOn,hitdrv.o,00000310,4,,
_main,1,0001215c,.text,text,8001773c,0001473c,hitObjAttrOff,hitdrv.o,000000d4,4,,
_main,1,00012230,.text,text,80017810,00014810,hitObjAttrOn,hitdrv.o,000000d4,4,,
_main,1,00012304,.text,text,800178e4,000148e4,hitGrpFlagOff,hitdrv.o,000000d8,4,,
_main,1,000123dc,.text,text,800179bc,000149bc,hitGrpFlagOn,hitdrv.o,000000d8,4,,
_main,1,000124b4,.text,text,80017a94,00014a94,hitFlgOff,hitdrv.o,00000318,4,,
_main,1,000127cc,.text,text,80017dac,00014dac,hitFlgOn,hitdrv.o,00000310,4,,
_main,1,00012adc,.text,text,800180bc,000150bc,hitObjFlagOff,hitdrv.o,000000d4,4,,
_main,1,00012bb0,.text,text,80018190,00015190,hitObjFlagOn,hitdrv.o,000000d4,4,,
_main,1,00012c84,.text,text,80018264,00015264,hitMain,hitdrv.o,0000024c,4,,
_main,1,00012ed0,.text,text,800184b0,000154b0,hitDelete,hitdrv.o,00000138,4,,
_main,1,00013008,.text,text,800185e8,000155e8,hitEntryMOBJ,hitdrv.o,00000070,4,,
_main,1,00013078,.text,text,80018658,00015658,hitEntry,hitdrv.o,0000009c,4,,
_main,1,00013114,.text,text,800186f4,000156f4,hitEntrySub,hitdrv.o,00000278,4,,
_main,1,0001338c,.text,text,8001896c,0001596c,_hitEnt,hitdrv.o,0000048c,4,,
_main,1,00013818,.text,text,80018df8,00015df8,hitReInit,hitdrv.o,000000a0,4,,
_main,1,000138b8,.text,text,80018e98,00015e98,hitInit,hitdrv.o,00000004,4,,
_main,1,000138bc,.text,text,80018e9c,00015e9c,iconNumberDispGx3D,icondrv.o,00000284,4,,
_main,1,00013b40,.text,text,80019120,00016120,iconNumberDispGx,icondrv.o,00000284,4,,
_main,1,00013dc4,.text,text,800193a4,000163a4,iconSetAlpha,icondrv.o,000000a8,4,,
_main,1,00013e6c,.text,text,8001944c,0001644c,iconSetScale,icondrv.o,000000b8,4,,
_main,1,00013f24,.text,text,80019504,00016504,iconFlagOff,icondrv.o,000000a0,4,,
_main,1,00013fc4,.text,text,800195a4,000165a4,iconFlagOn,icondrv.o,000000a0,4,,
_main,1,00014064,.text,text,80019644,00016644,iconSetPos,icondrv.o,00000110,4,,
_main,1,00014174,.text,text,80019754,00016754,iconNameToPtr,icondrv.o,000000a4,4,,
_main,1,00014218,.text,text,800197f8,000167f8,iconGX,icondrv.o,000009a4,4,,
_main,1,00014bbc,.text,text,8001a19c,0001719c,iconGetWidthHight,icondrv.o,00000100,4,,
_main,1,00014cbc,.text,text,8001a29c,0001729c,iconGetTexObj,icondrv.o,00000220,4,,
_main,1,00014edc,.text,text,8001a4bc,000174bc,iconDispGxCol,icondrv.o,00000224,4,,
_main,1,00015100,.text,text,8001a6e0,000176e0,iconDispGx2,icondrv.o,00000238,4,,
_main,1,00015338,.text,text,8001a918,00017918,iconDispGx,icondrv.o,00000024,4,,
_main,1,0001535c,.text,text,8001a93c,0001793c,iconDispGxAlpha,icondrv.o,000002b4,4,,
_main,1,00015610,.text,text,8001abf0,00017bf0,iconDisp,icondrv.o,000000b8,4,,
_main,1,000156c8,.text,text,8001aca8,00017ca8,iconChange,icondrv.o,00000160,4,,
_main,1,00015828,.text,text,8001ae08,00017e08,iconDelete,icondrv.o,000000a8,4,,
_main,1,000158d0,.text,text,8001aeb0,00017eb0,iconEntry2D,icondrv.o,000001e4,4,,
_main,1,00015ab4,.text,text,8001b094,00018094,iconEntry,icondrv.o,00000244,4,,
_main,1,00015cf8,.text,text,8001b2d8,000182d8,iconMain,icondrv.o,00000374,4,,
_main,1,0001606c,.text,text,8001b64c,0001864c,iconReInit,icondrv.o,00000048,4,,
_main,1,000160b4,.text,text,8001b694,00018694,iconTexSetup,icondrv.o,00000004,4,,
_main,1,000160b8,.text,text,8001b698,00018698,iconInit,icondrv.o,00000178,4,,
_main,1,00016230,.text,text,8001b810,00018810,_callback_bin,icondrv.o,0000002c,4,,
_main,1,0001625c,.text,text,8001b83c,0001883c,_callback_tpl,icondrv.o,00000040,4,,
_main,1,0001629c,.text,text,8001b87c,0001887c,lightNumberToPtr,lightdrv.o,0000005c,4,,
_main,1,000162f8,.text,text,8001b8d8,000188d8,lightGetEntryNum,lightdrv.o,00000060,4,,
_main,1,00016358,.text,text,8001b938,00018938,lightGetPaperCraft,lightdrv.o,0000000c,4,,
_main,1,00016364,.text,text,8001b944,00018944,lightGetPaper,lightdrv.o,00000040,4,,
_main,1,000163a4,.text,text,8001b984,00018984,lightCheckCharaLight,lightdrv.o,0000006c,4,,
_main,1,00016410,.text,text,8001b9f0,000189f0,lightGetCharaAmbient,lightdrv.o,00000070,4,,
_main,1,00016480,.text,text,8001ba60,00018a60,lightGetAmbient,lightdrv.o,00000070,4,,
_main,1,000164f0,.text,text,8001bad0,00018ad0,lightGetNearObj,lightdrv.o,000001fc,4,,
_main,1,000166ec,.text,text,8001bccc,00018ccc,_sort,lightdrv.o,0000002c,4,,
_main,1,00016718,.text,text,8001bcf8,00018cf8,lightNameToPtr,lightdrv.o,000000a0,4,,
_main,1,000167b8,.text,text,8001bd98,00018d98,lightEntry,lightdrv.o,00000290,4,,
_main,1,00016a48,.text,text,8001c028,00019028,lightMain,lightdrv.o,000001b0,4,,
_main,1,00016bf8,.text,text,8001c1d8,000191d8,lightReInit,lightdrv.o,00000044,4,,
_main,1,00016c3c,.text,text,8001c21c,0001921c,lightInit,lightdrv.o,00000234,4,,
_main,1,00016e70,.text,text,8001c450,00019450,mapObjGetFlushColor,mapdrv.o,00000134,4,,
_main,1,00016fa4,.text,text,8001c584,00019584,mapGrpSetFlushColor,mapdrv.o,0000005c,4,,
_main,1,00017000,.text,text,8001c5e0,000195e0,mapObjSetFlushColor,mapdrv.o,000001c4,4,,
_main,1,000171c4,.text,text,8001c7a4,000197a4,mapGrpFlushOff,mapdrv.o,00000024,4,,
_main,1,000171e8,.text,text,8001c7c8,000197c8,mapGrpFlushOn,mapdrv.o,00000024,4,,
_main,1,0001720c,.text,text,8001c7ec,000197ec,mapObjFlushOff,mapdrv.o,00000110,4,,
_main,1,0001731c,.text,text,8001c8fc,000198fc,mapObjFlushOn,mapdrv.o,00000110,4,,
_main,1,0001742c,.text,text,8001ca0c,00019a0c,mapSetTevCallback,mapdrv.o,00000020,4,,
_main,1,0001744c,.text,text,8001ca2c,00019a2c,mapTestXLU,mapdrv.o,000000a8,4,,
_main,1,000174f4,.text,text,8001cad4,00019ad4,spline_getvalue,mapdrv.o,00000178,4,,
_main,1,0001766c,.text,text,8001cc4c,00019c4c,spline_maketable,mapdrv.o,00000668,4,,
_main,1,00017cd4,.text,text,8001d2b4,0001a2b4,mapSetProjMtx,mapdrv.o,00000024,4,,
_main,1,00017cf8,.text,text,8001d2d8,0001a2d8,mapSetProjTexObj,mapdrv.o,00000048,4,,
_main,1,00017d40,.text,text,8001d320,0001a320,mapGrpSetColor,mapdrv.o,000000bc,4,,
_main,1,00017dfc,.text,text,8001d3dc,0001a3dc,setColor,mapdrv.o,00000454,4,,
_main,1,00018250,.text,text,8001d830,0001a830,mapObjSetColor,mapdrv.o,000000c4,4,,
_main,1,00018314,.text,text,8001d8f4,0001a8f4,mapBlendOff2,mapdrv.o,00000020,4,,
_main,1,00018334,.text,text,8001d914,0001a914,mapBlendOff,mapdrv.o,00000020,4,,
_main,1,00018354,.text,text,8001d934,0001a934,mapGetBlend2,mapdrv.o,00000034,4,,
_main,1,00018388,.text,text,8001d968,0001a968,mapGetBlend,mapdrv.o,00000034,4,,
_main,1,000183bc,.text,text,8001d99c,0001a99c,mapSetBlend2,mapdrv.o,00000028,4,,
_main,1,000183e4,.text,text,8001d9c4,0001a9c4,mapSetBlend,mapdrv.o,00000028,4,,
_main,1,0001840c,.text,text,8001d9ec,0001a9ec,mapFogOff,mapdrv.o,00000020,4,,
_main,1,0001842c,.text,text,8001da0c,0001aa0c,mapFogOn,mapdrv.o,00000020,4,,
_main,1,0001844c,.text,text,8001da2c,0001aa2c,mapGetFog,mapdrv.o,00000034,4,,
_main,1,00018480,.text,text,8001da60,0001aa60,mapSetFog,mapdrv.o,00000028,4,,
_main,1,000184a8,.text,text,8001da88,0001aa88,mapObjGetPos,mapdrv.o,00000140,4,,
_main,1,000185e8,.text,text,8001dbc8,0001abc8,mapObjGetPosSub,mapdrv.o,0000056c,4,,
_main,1,00018b54,.text,text,8001e134,0001b134,mapObjScale,mapdrv.o,00000120,4,,
_main,1,00018c74,.text,text,8001e254,0001b254,mapObjTranslate,mapdrv.o,0000013c,4,,
_main,1,00018db0,.text,text,8001e390,0001b390,mapObjRotate,mapdrv.o,00000180,4,,
_main,1,00018f30,.text,text,8001e510,0001b510,mapGrpClearOffScreen,mapdrv.o,000000b4,4,,
_main,1,00018fe4,.text,text,8001e5c4,0001b5c4,mapObjClearOffScreen,mapdrv.o,000000b8,4,,
_main,1,0001909c,.text,text,8001e67c,0001b67c,mapGrpSetOffScreen,mapdrv.o,000000c4,4,,
_main,1,00019160,.text,text,8001e740,0001b740,mapObjSetOffScreen,mapdrv.o,000000c0,4,,
_main,1,00019220,.text,text,8001e800,0001b800,_setOffScrnId,mapdrv.o,000004b8,4,,
_main,1,000196d8,.text,text,8001ecb8,0001bcb8,mapGrpFlagOff,mapdrv.o,00000118,4,,
_main,1,000197f0,.text,text,8001edd0,0001bdd0,mapGrpFlagOn,mapdrv.o,00000118,4,,
_main,1,00019908,.text,text,8001eee8,0001bee8,mapFlgOff,mapdrv.o,00000314,4,,
_main,1,00019c1c,.text,text,8001f1fc,0001c1fc,mapFlgOn,mapdrv.o,00000440,4,,
_main,1,0001a05c,.text,text,8001f63c,0001c63c,mapObjFlagOff,mapdrv.o,00000114,4,,
